id,spec,text,DSI
163,temp10_petrol-diesel-pump_1short,"As I drove into the old gas station, I noticed the rusty sign creaking in the wind, advertising both petrol and diesel fuel. I pulled up to the pump and turned off the engine, watching as the attendant, a gruff but kind old man, ambled out to fill my tank. He asked me if I wanted petrol or diesel, and I replied that my car ran on diesel, so he expertly switched the nozzle and began to pump the fuel into my vehicle. As we waited for the tank to fill, the attendant told me stories of the station's heyday, when cars would line up around the block to fill up with petrol. The smell of diesel and petrol hung heavy in the air, a nostalgic reminder of simpler times. With my tank full, I paid the attendant and hit the road once again, the sound of the pump fading into the distance.",0.818001581
164,temp10_year-week-embark_1short,"As I stood on the dock, I couldn't help but feel a sense of excitement and nervousness as I prepared to embark on my journey around the world. It had taken me a year of planning and saving to finally make this trip a reality. I took a deep breath, feeling the salty air fill my lungs, and gazed out at the vast expanse of ocean stretching before me. My crew and I would be at sea for a week, navigating through treacherous waters and relying on each other for support. As we set off, I felt a thrill of anticipation, knowing that this adventure would be one I would never forget. With a final check of our supplies, we cast off and began our epic voyage, ready to face whatever challenges lay ahead.",0.808190946
165,temp10_statement-stealth-detect_1short,"As I crept through the shadows, I had to use my stealth skills to avoid being seen by the guards. My mission was to detect any hidden cameras or microphones that could compromise our plan. Suddenly, I stumbled upon a cryptic message etched into the wall, which seemed to be a statement from the mysterious organization we were trying to infiltrate. The message read: ""You'll never uncover the truth,"" but I was determined to prove them wrong. With my heart racing, I quickly took out my device to detect any hidden frequencies, and soon I was able to uncover the secrets that lay hidden. As I made my escape, I couldn't help but feel a sense of satisfaction, knowing that our plan was still intact.",0.806769398
166,temp10_belief-faith-sing_1short,"As I stood on the mountain peak, my belief in a higher power was strengthened by the breathtaking view before me. It took faith to climb to such great heights, but the sense of accomplishment was overwhelming. Suddenly, a gentle breeze carried the sweet sound of a bird's melody, and I felt compelled to sing along with the creature. My voice echoed through the valley, blending with the bird's in perfect harmony, creating a symphony that seemed almost divine. In that moment, my faith and belief merged into a sense of oneness with the universe, and I felt truly alive. As I sang, the world seemed to come alive with me, and everything felt perfectly in tune.",0.799480416
167,temp10_organ-empire-comply_1short,"In the heart of the mystical empire, a young apprentice named Eira stumbled upon an ancient, mysterious organ hidden deep within the castle walls. As she touched its dusty keys, the instrument roared to life, filling the air with an otherworldly melody that seemed to weave a spell of obedience over all who heard it. The empire's ruler, a just and fair queen, had long used the organ's power to maintain order and peace, commanding her subjects to comply with her wise decrees. But as Eira's fingers danced across the keys, she began to realize the true extent of the organ's influence, and the weight of responsibility that came with wielding its power. With this knowledge, Eira vowed to use the organ's might for the greater good, ensuring the empire would continue to thrive under her guidance. As the last notes faded away, the queen smiled, knowing that her legacy was in capable hands.",0.823472063
168,temp10_gloom-payment-exist_1short,"As I walked through the abandoned city, a sense of gloom settled over me, weighing heavily on my shoulders. The once thriving streets were now empty and still, a reminder that the payment for progress can sometimes be too high. Despite the desolation, I stumbled upon a small community that seemed to exist in harmony with their surroundings, finding beauty in the ruins. They had learned to thrive in this new world, and their resilience was inspiring. As I watched them work together, I realized that even in the darkest of times, hope can exist, waiting to be nurtured and grown. In this bleak landscape, they had found a way to make a new payment, one of kindness and compassion, and it had brought light to the gloom.",0.808353002
169,temp0_stamp-letter-send_2short,"As I sat at my desk, I carefully wrote out a stamp of approval on the document in front of me, making sure it was legible and precise. Next, I began to draft a letter to my pen pal, pouring my thoughts and feelings onto the page with reckless abandon. Once I had finished writing, I folded the letter up neatly and placed it in an envelope, ready to send it off to its recipient. With a flourish, I affixed a stamp to the corner of the envelope and dropped it into the mailbox, watching as it disappeared from view. As I walked away, I couldn't help but feel a sense of excitement and anticipation, wondering when my letter would arrive and what response it would garner. With a satisfied smile, I continued on my way, feeling grateful for the simple joy of sending a handwritten letter to a friend.",0.809286578
170,temp0_petrol-diesel-pump_2short,"As I drove into the old gas station, I noticed the rusty sign creaking in the wind, reading ""Petrol"" in faded letters. The attendant, a gruff but kind man, asked me if I wanted to fill up with petrol or diesel, and I opted for the latter, hoping it would give my truck a bit more oomph. He expertly operated the pump, filling my tank to the brim as we chatted about the best routes to take on our respective road trips. With a full tank and a newfound sense of adventure, I hit the open road, feeling grateful for the brief but pleasant stop. As I drove away, I caught a glimpse of the attendant waving goodbye, the petrol-diesel sign fading into the distance behind him. The pump's gentle hum grew fainter still, replaced by the rumble of my engine and the thrill of the unknown ahead.",0.823188885
171,temp0_year-week-embark_2short,"As I stood on the edge of the vast ocean, I couldn't help but feel a sense of excitement and nervousness as I prepared to embark on my solo sailing journey. It had taken me a year of planning and preparation to get to this point, and I was finally ready to set sail. The forecast predicted a calm week ahead, with gentle winds and clear skies, making it the perfect time to begin my adventure. With a deep breath, I cast off the lines and began to embark on the open water, feeling the thrill of the unknown as I sailed further and further from shore. As the sun dipped below the horizon, I settled into my routine, eager to see what the next week would bring. Little did I know, this journey would be one that would change my life forever.",0.807442066
172,temp0_statement-stealth-detect_2short,"As I crept through the shadows, I had to use stealth to avoid being seen by the guards. My mission was to detect any hidden cameras or microphones that could compromise our plan. Suddenly, I stumbled upon a mysterious document that made a bold statement about the true intentions of our enemy. The words sent a chill down my spine, and I knew I had to get out of there as quickly and quietly as possible. With my heart racing, I carefully made my way back to our hideout, eager to share my discovery with the rest of the team. As we pored over the document, we realized that detecting the truth was only the beginning of our fight.",0.805650047
173,temp0_belief-faith-sing_2short,"As I stood on the mountain peak, my belief in a higher power was reaffirmed by the breathtaking view before me. It took faith to climb to such great heights, but the sense of accomplishment was overwhelming. Suddenly, a gentle breeze carried the sweet sound of a bird's melody, and I felt compelled to sing along with the creature's joyful tune. Together, our voices harmonized in perfect unison, creating a symphony that echoed through the valleys below. In that moment, my faith was strengthened, and my belief in the beauty of the world was forever changed. As I began my descent, I couldn't help but sing softly to myself, carrying the memory of that magical moment with me always.",0.808966206
174,temp0_organ-empire-comply_2short,"In the heart of the ancient empire, a mysterious organ played a haunting melody that echoed through the streets, beckoning citizens to gather at the town square. The emperor, seated atop a grand throne, decreed that all must comply with the new laws that would ensure the empire's prosperity. As the crowd murmured in discontent, a young rebel stepped forward, refusing to comply with the oppressive rules. The organ's melody grew louder, as if urging the people to rise up against their ruler. But the emperor's guards were quick to silence the dissent, and the crowd was forced to comply, their spirits crushed by the empire's iron fist. As the last notes of the organ faded away, the empire's grip on its people seemed tighter than ever.",0.811812205
175,temp0_gloom-payment-exist_2short,"As I walked through the abandoned mansion, a sense of gloom settled over me, as if the very walls were watching my every move. According to legend, the family who once lived here had made a payment to a mysterious stranger, trading their happiness for wealth and power. But as I explored the dusty rooms, I began to wonder if such a deal could truly exist. The air was thick with the scent of decay and rot, and I couldn't shake the feeling that I was being led deeper into the heart of darkness. Suddenly, a faint whisper seemed to echo through the halls, warning me to turn back while I still could. But it was too late, for I had already stumbled upon the hidden chamber where the family's darkest secrets lay waiting.",0.814839573
176,temp2_stamp-letter-send_2short,"As I sat at my desk, I carefully wrote a heartfelt letter to my pen pal, pouring out my thoughts and feelings onto the page. Once I had finished, I affixed a colorful stamp to the corner of the envelope, admiring the vibrant design before sealing it shut. With a sense of excitement and anticipation, I prepared to send my letter on its journey across the globe. As I dropped the envelope into the mailbox, I couldn't help but wonder what stories my pen pal would share in response. The wait would be long, but I was eager to receive a reply and continue our transcontinental conversation. With a sense of satisfaction, I walked away from the mailbox, knowing that my words were on their way to bring joy to someone special.",0.818384992
177,temp2_petrol-diesel-pump_2short,"As I drove into the old gas station, I noticed the rusty sign creaking in the wind, reading ""Petrol"" in faded letters. The attendant, a gruff but kind man, asked me if I wanted to fill up with petrol or diesel, and I opted for the latter, hoping it would give my truck a bit more power. He expertly operated the pump, filling my tank to the brim as we chatted about the long road ahead. With a full tank and a newfound sense of adventure, I hit the open road, feeling the rumble of the diesel engine beneath me. As I drove away, I caught a glimpse of the attendant waving goodbye, the petrol sign swinging gently in the breeze behind him. The pump's gentle hum faded into the distance, replaced by the roar of my truck's engine and the thrill of the unknown.",0.818189926
178,temp2_year-week-embark_2short,"As I stood on the edge of the vast ocean, I couldn't help but feel a sense of excitement and nervousness as I prepared to embark on my solo sailing journey. It had taken me a year of planning and preparation to get to this point, and I was finally ready to set sail. The forecast predicted a calm week ahead, with gentle winds and clear skies, making it the perfect time to begin my adventure. With a deep breath, I cast off the lines and began to embark on the open water, feeling the thrill of the unknown as I sailed further and further from shore. As the sun dipped below the horizon, I settled into my routine, ready to face whatever challenges the week may bring. The stars twinkled above, guiding me as I sailed into the darkness, eager to see what the future held.",0.80855683
179,temp2_statement-stealth-detect_2short,"As I walked into the abandoned warehouse, I stumbled upon a mysterious statement scrawled on the wall: ""They're watching you."" Suddenly, I felt a chill run down my spine and I knew I had to employ my stealth skills to sneak past the guards undetected. I crouched low to the ground, using the shadows to conceal myself as I made my way deeper into the warehouse. But just as I thought I was safe, I heard the sound of footsteps behind me and realized that someone had managed to detect my presence. I froze, holding my breath as the guard walked by, mere inches from my hiding spot. Luckily, my stealth training had paid off, and I remained undetected, at least for the time being.",0.809406507
180,temp2_belief-faith-sing_2short,"As I stood on the mountain peak, my belief in a higher power was reaffirmed by the breathtaking view before me. It took faith to climb to such great heights, but the sense of accomplishment was overwhelming. Suddenly, a gentle breeze carried the sweet sound of a bird's melody, and I felt compelled to sing along with the creature's joyful tune. Together, our voices harmonized in perfect unison, filling the air with a symphony of hope and devotion. In that moment, my faith was strengthened, and my belief in the beauty of the world was forever changed. As I began my descent, I couldn't help but sing softly to myself, carrying the memory of that magical moment with me always.",0.806940635
181,temp2_organ-empire-comply_2short,"In the heart of the ancient empire, a mysterious organ played a haunting melody that echoed through the streets, beckoning citizens to gather at the town square. The emperor, seated atop a grand throne, decreed that all must comply with the new laws that would bring prosperity to their great nation. As the people murmured among themselves, the organ's somber tune seemed to wash away their doubts, and soon they nodded in unison, willing to comply with the emperor's vision. But amidst the crowd, a young rebel wondered if the empire's pursuit of power would ultimately be its downfall. The organ's final notes faded into silence, leaving only the emperor's voice, commanding his subjects to comply without question. As the crowd dispersed, the rebel vanished into the shadows, determined to challenge the empire's authority.",0.819810028
182,temp2_gloom-payment-exist_2short,"As I walked through the abandoned mansion, a sense of gloom settled over me, as if the very walls were watching my every move. I had been hired to investigate the mysterious payment that had been made to the former owner, a reclusive millionaire who had vanished into thin air. The locals whispered that he didn't exist, that he was just a myth created to explain the strange occurrences in the town. But I knew better, and I was determined to uncover the truth behind the payment and the man's disappearance. As I explored the dusty rooms, I stumbled upon a hidden journal that revealed the shocking truth: the millionaire had indeed existed, but his life had been one of darkness and secrecy. The payment, it turned out, was just a small part of a much larger web of deceit and corruption that still lingered in the shadows.",0.814476619
183,temp4_stamp-letter-send_2short,"As I sat at my desk, I carefully wrote out a stamp of approval on the document, signifying that it was ready to be mailed. But first, I had to write a letter to accompany it, explaining the details of the proposal. With the letter complete, I folded it neatly and placed it in an envelope, ready to send it off to its recipient. I affixed a stamp to the corner of the envelope and dropped it into the mailbox, watching as it disappeared from sight. As I walked away, I felt a sense of satisfaction knowing that my task was complete and the letter would soon be on its way. With a final glance over my shoulder, I sent a silent wish for a successful outcome.",0.797831699
184,temp4_petrol-diesel-pump_2short,"As I drove into the old gas station, I noticed the rusty sign creaking in the wind, reading ""Petrol and Diesel"". I pulled up to the pump, hoping to fill up my tank before embarking on the long road trip ahead. The attendant, a gruff but kind man, helped me choose between the petrol and diesel options, explaining that my vehicle required the latter. With a satisfying gurgle, the diesel fuel began to flow into my tank, and I felt a sense of relief wash over me. As I paid for the fill-up, I couldn't help but notice the nostalgic charm of the pump, with its worn buttons and faded labels. With my tank full, I hit the open road, ready to tackle whatever lay ahead.",0.826596942
185,temp4_year-week-embark_2short,"As I stood on the dock, I couldn't help but feel a sense of excitement and nervousness as I prepared to embark on my solo sailing trip around the world. It had taken me a year of planning and preparation to get to this point, and I was finally ready to set sail. The first week would be the most challenging, as I navigated through treacherous waters and adjusted to life at sea. But I was determined to push through the tough times and make the most of my journey. As I cast off and began to sail away from the shore, I felt a sense of freedom and adventure that I had never experienced before. With the wind in my hair and the sun on my face, I was ready to embark on the journey of a lifetime.",0.794384515
186,temp4_statement-stealth-detect_2short,"As I crept through the shadows, I had to use stealth to sneak past the guards undetected. My mission was to deliver a powerful statement to the corrupt government official, one that would expose their wrongdoings and bring them to justice. With my heart racing, I managed to slip into the building and make my way to the official's office, where I would finally be able to detect any hidden dangers or surprises. But just as I was about to reveal the truth, I heard a faint noise behind me, and I knew I had to act fast to avoid being caught. With lightning-quick reflexes, I dodged the guard's grasp and made my escape, leaving behind a bold statement that would change the course of history. In the end, my stealth and cunning had allowed me to detect and outsmart my enemies, and I emerged victorious.",0.810743579
187,temp4_belief-faith-sing_2short,"As I stood on the mountain peak, my belief in a higher power was reaffirmed by the breathtaking view before me. It took faith to climb to such great heights, but the sense of accomplishment was overwhelming. Suddenly, a gentle breeze carried the sweet sound of a bird's melody, and I felt compelled to sing along with the creature's joyful tune. Together, our voices harmonized in perfect unison, creating a symphony that echoed through the valleys below. In that moment, I knew that my faith had been rewarded, and my belief in the beauty of the world was stronger than ever. As I began my descent, I couldn't help but sing softly to myself, carrying the memory of that magical moment with me forever.",0.81027147
188,temp4_organ-empire-comply_2short,"In the heart of the ancient empire, a mysterious organ played a haunting melody that seemed to control the minds of all who heard it. The ruler of the empire used this powerful instrument to maintain order and ensure that all citizens comply with their strict laws. As the last notes of the song faded away, the people returned to their daily lives, unaware of the subtle influence the organ had over them. But one young rebel refused to comply, and she set out on a dangerous mission to destroy the organ and free her people from its grasp. With every step, she felt the empire's grip tightening around her, but she pressed on, determined to shatter the spell that had held her world captive for so long. As she finally reached the organ, she raised her hand to strike, ready to bring down the empire's oppressive regime once and for all.",0.815023436
189,temp4_gloom-payment-exist_2short,"As I walked through the abandoned mansion, a sense of gloom settled over me, as if the very walls were watching my every move. According to legend, the family who once lived here had made a payment to a mysterious stranger, trading their happiness for wealth and power. But as I explored the dusty halls, I began to wonder if such a deal could truly exist. The air was thick with the scent of decay and rot, and I couldn't shake the feeling that I was being led deeper into the heart of darkness. Suddenly, a faint whisper seemed to echo through the corridors, warning me to turn back while I still could. But it was too late, for I had already stumbled upon the hidden room where the family's darkest secrets waited to be uncovered.",0.815104213
190,temp6_stamp-letter-send_2short,"As I sat at my desk, I carefully wrote a stamp on the corner of the envelope, making sure it was straight and even. Next, I inserted the letter I had spent hours crafting, pouring my heart out to my long-distance friend. With a sense of excitement and nervousness, I sealed the envelope and prepared to send it off into the mail. I walked to the mailbox, dropped the letter in, and lifted the flag to signal to the postal worker that there was outgoing mail to collect. As I watched the mail truck drive away, I couldn't help but wonder when my friend would receive the letter and write back. With a sense of satisfaction, I turned and headed back inside, feeling connected to my friend despite the distance between us.",0.81570125
191,temp6_petrol-diesel-pump_2short,"As I drove into the old gas station, I noticed the rusty sign creaking in the wind, reading ""Petrol"" in faded letters. The attendant, a gruff but kind man, asked me if I wanted to fill up with petrol or diesel, and I opted for the latter, hoping it would give my truck a bit more oomph on the long haul ahead. He expertly operated the pump, filling my tank to the brim as we chatted about the best routes to take. As I paid and prepared to leave, he warned me to be careful on the roads, saying that the petrol prices were so high lately that some folks were getting desperate. With a full tank and a cautious mindset, I hit the open road once more, the hum of my diesel engine a comforting sound as I sped away from the quaint station. The pump's gentle whir faded into the distance as I disappeared over the horizon.",0.821578066
192,temp6_year-week-embark_2short,"As I stood on the edge of the Grand Canyon, I couldn't help but think about the incredible journey that was about to unfold over the next year. My friends and I had been planning this adventure for months, and finally, we were ready to embark on a thrilling trek across one of the world's most iconic natural wonders. We had allocated a week to complete the challenging hike, and our excitement was palpable as we gazed out at the vast expanse of rugged terrain stretching before us. With our backpacks loaded and our spirits high, we took a deep breath and began our descent into the canyon, eager to immerse ourselves in the breathtaking beauty that awaited us. As we made our way down, the sound of rushing water and chirping birds filled the air, setting the tone for an unforgettable experience. Little did we know, this week would be one that would stay with us for a lifetime, a testament to the power of friendship and adventure.",0.814061752
193,temp6_statement-stealth-detect_2short,"As I walked into the abandoned warehouse, I stumbled upon a mysterious statement scrawled on the wall: ""They're watching you."" Suddenly, I felt a chill run down my spine and I knew I had to move with stealth to uncover the truth. I began to detect faint footsteps echoing through the empty halls, and I followed them to a hidden room deep in the basement. There, I found a group of hackers gathered around a bank of computer screens, their eyes fixed intently on the data streaming in. It was clear that they were trying to detect and decode a secret message, but I had caught them off guard, and now they were forced to make a hasty retreat. As I watched them disappear into the night, I couldn't help but wonder what other secrets lay hidden in the shadows, waiting to be detected.",0.814030471
194,temp6_belief-faith-sing_2short,"As I stood at the edge of the grand canyon, my belief in the beauty of nature was reaffirmed by the breathtaking vista before me. It took faith to take the first step onto the narrow trail that wound its way down into the valley below, but with each step, my confidence grew. The sound of a gentle stream accompanied me as I descended, and soon I found myself compelled to sing a soft melody that seemed to match the rhythm of the water. My voice echoed off the canyon walls, creating a sense of harmony between myself and the natural world. As I reached the bottom, I felt a deep connection to the land and a renewed sense of wonder that would stay with me forever. In this moment, my belief, faith, and song became one, filling my heart with joy and my spirit with peace.",0.804510064
195,temp6_organ-empire-comply_2short,"In the heart of the ancient empire, a mysterious organ sounded its haunting melody, echoing through the deserted streets. The people were summoned to comply with the emperor's decree, gathering at the grand temple to witness a rare celestial event. As they complied, a brilliant light filled the sky, illuminating the intricate carvings on the temple walls. The organ's music swelled, harmonizing with the whispers of the crowd, creating an otherworldly atmosphere. Suddenly, the stars aligned, and the empire was bathed in an ethereal glow, as if the universe itself was in harmony with the organ's majestic sound. In this moment, the people knew they were part of something greater than themselves, a symphony of wonder that would resonate throughout the empire forever.",0.803851954
196,temp6_gloom-payment-exist_2short,"As I walked through the abandoned city, a sense of gloom settled over me, casting a dark shadow on everything around me. The once-thriving streets were now empty and still, a reminder that the world as we knew it no longer exist. The only sound was the creaking of old buildings and the distant hum of a lone generator, a stark contrast to the bustling metropolis it once was. In this desolate landscape, I stumbled upon an old receipt, a payment for goods long since expired, a relic of a time when commerce and trade were still alive. The faded ink on the paper seemed to whisper tales of a bygone era, one that I could only imagine. As I stood there, lost in thought, the gloom seemed to deepen, a reminder that some things are truly gone, and can no longer exist.",0.812093689
197,temp8_stamp-letter-send_2short,"As I sat at my desk, I carefully wrote out a stamp of approval on the important document, making sure it was legible and precise. Next, I began to draft a letter to my pen pal, pouring my heart out onto the page as I shared stories of my adventures. With the letter complete, I folded it neatly and placed it in an envelope, ready to send it off to its recipient. As I affixed the postage stamp to the corner of the envelope, I felt a sense of excitement and anticipation, wondering what my friend's response would be. Finally, with a satisfying drop, I sent the letter on its way, watching as it disappeared into the mailbox. With a smile, I knew that our long-distance friendship was about to get a little closer.",0.812140215
198,temp8_petrol-diesel-pump_2short,"As I drove into the deserted gas station, I noticed the old sign creaking in the wind, reading ""Petrol"" in faded letters. I pulled up to the pump and began to fill up my truck, but I realized I had made a mistake - my vehicle ran on diesel, not petrol. Luckily, the attendant informed me that they had a separate diesel pump on the other side of the station, and I was able to fill up without any issues. As I waited for the tank to fill, I couldn't help but think about how different things were in this small town, where the petrol-diesel distinction was still taken seriously. After paying, I got back on the road, feeling relieved that I had avoided a potentially costly mistake. The pump's machinery whirred to a stop as I drove away into the sunset.",0.8156415
199,temp8_year-week-embark_2short,"As the new year began, Emma felt a sense of excitement and nervousness as she prepared to embark on a journey around the world. She had spent the past week packing and planning, trying to fit everything she needed into a small suitcase. Finally, the day arrived for her to leave, and with a deep breath, she closed the door behind her and set off into the unknown. The first few days were overwhelming, but as she settled into her new routine, Emma started to feel a sense of freedom and adventure that she had never experienced before. As she traveled from country to country, she realized that this year was going to be one of discovery and growth, and she was eager to see what the future held. With each new destination, Emma felt herself becoming more confident and self-assured, ready to embark on whatever challenges came her way.",0.801108966
200,temp8_statement-stealth-detect_2short,"As I sneaked through the abandoned warehouse, I had to use stealth to avoid being caught by the security guards. My mission was to detect any hidden cameras or microphones that could blow my cover. Suddenly, I stumbled upon a mysterious document that made a bold statement about the company's true intentions. The revelation sent shivers down my spine, and I knew I had to get out of there as quickly and quietly as possible. With my heart racing, I made my way back to the exit, careful not to trigger any alarms that could detect my presence. As I emerged into the night air, I felt a sense of pride knowing that my stealthy skills had helped me uncover a shocking truth.",0.808372525
201,temp8_belief-faith-sing_2short,"As I stood on the mountaintop, I felt a deep sense of faith wash over me, as if the universe was guiding me towards my dreams. My belief in myself and my abilities had been shaken lately, but in this moment, all doubts disappeared. I took a breath and began to sing, letting the melodies carry my worries away on the wind. The sound of my voice echoed through the valleys below, a joyful expression of the hope that filled my heart. As I sang, I felt my faith grow stronger, nourishing my belief in a brighter future. In this moment, everything seemed possible, and my spirit soared with the music.",0.803413823
202,temp8_organ-empire-comply_2short,"In the heart of the mystical empire, a young apprentice named Aria was tasked with mastering the ancient organ that controlled the land's harmony. As she sat at the intricate instrument, her fingers danced across the keys, weaving a spell of balance and peace. But as she played, a dark force threatened to disrupt the empire's equilibrium, demanding that Aria comply with its sinister will. Refusing to yield, Aria summoned all her skill and creativity to craft a counter-melody that would repel the darkness and restore harmony to the land. The organ's powerful voice swelled, filling the air with a triumphant refrain that echoed throughout the empire, inspiring its people to stand strong against the forces of chaos. As the last notes faded away, Aria knew she had saved her home, and the empire was forever grateful for her bravery and artistry.",0.819718172
203,temp8_gloom-payment-exist_2short,"As I walked through the abandoned mansion, a sense of gloom settled over me, as if the very walls were watching my every move. I had been hired to investigate the mysterious payment that had been made to the former owner, a reclusive millionaire who had long since passed away. But as I delved deeper into the mystery, I began to wonder if the truth was meant to exist only in the shadows. The air was thick with secrets, and I couldn't shake the feeling that I was getting close to uncovering something that was never meant to be found. Suddenly, a creaking floorboard beneath my foot seemed to echo through the silence, as if warning me to turn back while I still could. In that moment, I realized that some secrets were meant to exist forever, hidden behind a veil of gloom and deception.",0.81876493
204,temp10_stamp-letter-send_2short,"As I sat at my desk, I carefully placed a stamp on the corner of the envelope, making sure it was aligned perfectly with the edge. Inside, I had written a heartfelt letter to my pen pal, sharing stories of my summer adventures and memories we had made together. With a sense of excitement and anticipation, I sealed the envelope and prepared to send it off to its destination. As I walked to the mailbox, I couldn't help but wonder what stories my friend would share in return, and when I could expect to receive her response. With a final glance at the address, I dropped the letter into the mailbox and waited for the postal service to work its magic. Before long, I would receive a reply, and our exchange of letters would continue, bridging the distance between us.",0.811511411
205,temp10_petrol-diesel-pump_2short,"As I drove my old truck down the dusty road, I knew I had to stop at the next station to refuel. I pulled up to the pump and noticed they had both petrol and diesel options, but my vehicle required the latter. I inserted my card and selected the diesel choice, watching as the numbers ticked by on the screen. The attendant, a friendly old man with a bushy beard, helped me navigate the process and even offered some advice on how to get better mileage out of my tank. With my truck's tank now full of diesel, I was ready to hit the open road once again, feeling relieved that I wouldn't have to worry about running out of fuel anytime soon. As I drove away, I caught a glimpse of a sports car pulling up to the petrol pump, its sleek design a stark contrast to my rugged truck.",0.814855285
206,temp10_year-week-embark_2short,"As I stood on the edge of the vast ocean, I couldn't help but feel a sense of excitement and nervousness as I prepared to embark on a journey that would change my life forever. It had been a year of planning and preparation, and finally, the moment of truth had arrived. My crew and I would be sailing around the world, a feat that would take us at least a year to complete, but we were ready for the challenge. We set off on a sunny Monday morning, marking the beginning of our first week at sea. The wind was in our favor, and our ship glided smoothly through the waves as we began our epic adventure. As we sailed further and further away from land, I knew that this was just the start of an incredible journey that would test our limits and push us to new heights.",0.798937739
207,temp10_statement-stealth-detect_2short,"As I sneaked through the dark alley, I had to use my stealth skills to avoid being seen by the guards. My mission was to detect any hidden cameras or microphones that could compromise our plan. Suddenly, I stumbled upon a mysterious document that made a bold statement about the corrupt government's intentions. The words on the page sent shivers down my spine, and I knew I had to get this information back to our team as quickly and quietly as possible. With my heart racing, I carefully made my way back through the shadows, using my stealth training to evade detection. As I emerged into the safety of the night, I couldn't help but feel a sense of pride and purpose, knowing that my ability to detect and uncover the truth could be the key to bringing about real change.",0.812739091
208,temp10_belief-faith-sing_2short,"As I stood on the mountain peak, my belief in a higher power was renewed by the breathtaking sunset before me. It took faith to climb to such great heights, but the reward was well worth it - a sense of peace and tranquility washed over me as I gazed out at the endless landscape. Suddenly, a gentle breeze carried the sweet sound of a bird's melody, and I couldn't help but sing along, my voice blending with the creature's in perfect harmony. The music seemed to match the rhythm of my heartbeat, and I felt a deep connection to the natural world around me. In this moment, my faith and belief merged into a single, profound sense of wonder. As the last notes faded away, I felt grateful for the experience, and my spirit was lifted by the joy of singing in harmony with nature.",0.806136861
209,temp10_organ-empire-comply_2short,"In the heart of the ancient empire, a mysterious organ sounded its haunting melody, echoing through the deserted streets. The people were forced to comply with the emperor's decree, gathering at the grand square to witness the ritual that would ensure the empire's prosperity. As they complied, they couldn't help but feel a sense of unease, as if the organ's eerie tune was a warning of impending doom. Suddenly, the organ fell silent, and the emperor appeared, his presence commanding attention and obedience. The crowd held its breath, wondering what the emperor would decree next, and whether they would be able to comply with his demands. In the end, the empire's fate hung in the balance, as the people waited with bated breath for the emperor's next move.",0.814109741
210,temp10_gloom-payment-exist_2short,"As I walked through the abandoned mansion, a sense of gloom settled over me, as if the shadows themselves were watching my every move. I had been hired to investigate the mysterious payment that had been sent to the owner, a reclusive millionaire who had long since passed away. The check was made out to ""the keeper of the house,"" but it seemed that no one existed to claim it. According to legend, the mansion was said to exist in a state of limbo, caught between worlds and untouched by time. As I explored the dusty halls, I began to wonder if the payment was more than just a simple mistake, but a key to unlocking the secrets that existed within these crumbling walls. The air was thick with the weight of forgotten memories, and I couldn't shake the feeling that I was being led deeper into the heart of the mystery.",0.816104385
211,temp0_stamp-letter-send_3short,"As I sat at my desk, I carefully wrote out a stamp of approval on the document in front of me, making sure it was legible and precise. Next, I began to draft a letter to my pen pal, pouring my thoughts and feelings onto the page with reckless abandon. Once I had finished writing, I folded the letter up neatly and placed it in an envelope, ready to send it off to its recipient. With a flourish, I affixed a stamp to the corner of the envelope and dropped it into the mailbox, watching as it disappeared from view. As I walked away, I couldn't help but feel a sense of excitement and anticipation, wondering when my letter would arrive and what response it would garner. With a satisfied smile, I continued on my way, feeling grateful for the simple joy of sending a handwritten letter to a friend.",0.809286578
212,temp0_petrol-diesel-pump_3short,"As I drove into the old gas station, I noticed the rusty sign creaking in the wind, reading ""Petrol"" in faded letters. The attendant, a gruff but kind man, asked me if I wanted to fill up with petrol or diesel, and I opted for the latter, hoping it would give my truck a bit more oomph. He expertly operated the pump, filling my tank to the brim as we chatted about the best routes to take on our respective road trips. With a full tank and a newfound sense of adventure, I hit the open road, feeling grateful for the brief but pleasant stop. As I drove away, I caught a glimpse of the attendant waving goodbye, the petrol-diesel sign fading into the distance behind him. The pump's gentle hum grew fainter still, replaced by the rumble of my engine and the thrill of the unknown ahead.",0.823188885
213,temp0_year-week-embark_3short,"As I stood on the edge of the vast ocean, I couldn't help but feel a sense of excitement and nervousness as I prepared to embark on my solo sailing journey. It had taken me a year of planning and preparation to get to this point, and I was finally ready to set sail. The forecast predicted a calm week ahead, with gentle winds and clear skies, making it the perfect time to begin my adventure. With a deep breath, I cast off the lines and began to embark on the open water, feeling the thrill of the unknown as I sailed further and further from shore. As the sun dipped below the horizon, I settled into my routine, eager to see what the next week would bring. Little did I know, this journey would be one that would change my life forever.",0.807442066
214,temp0_statement-stealth-detect_3short,"As I crept through the shadows, I had to use stealth to avoid being seen by the guards. My mission was to detect any hidden cameras or microphones that could compromise our plan. Suddenly, I stumbled upon a mysterious document that made a bold statement about the true intentions of our enemy. The words sent a chill down my spine, and I knew I had to get out of there as quickly and quietly as possible. With my heart racing, I carefully made my way back to our hideout, eager to share my discovery with the rest of the team. As we pored over the document, we realized that detecting the truth was only the beginning of our fight.",0.805650047
